COD_PAR;COD_PAR_INV;TALHAO;MATGEN;PARCELA;LEVANTAMENTO;ANO;IDADE;DAP;DENSIDADE;AREABASAL;ALTURA;ALTURADOMINANTE;VOLUMECOMERCIAL;VOLUMETOTAL;S2;S1;PR;Classe Idade;NMED;SEQMED;NV;VC/VT;
90103-902-91_62;90103-902-91_62_IFC 2013;90103-902-91;Pinus taeda;62;IFC 2013;2013;13,1;24,0;1381,0;3,4;21,1;21,5;574,6;595,8;133,6;106,3;334,7;13,0;2;1;2,3;0,96;
90103-902-91_62;90103-902-91_62_IPC 2013;90103-902-91;Pinus taeda;62;IPC 2013;2013;14,1;24,3;1362,3;3,5;21,3;22,0;584,1;606,8;136,3;132,4;315,5;14,0;2;2;2,2;0,96;
90103-904-91_60;90103-904-91_60_IFC 2013;90103-904-91;Pinus taeda;60;IFC 2013;2013;13,1;24,8;1419,0;3,6;21,3;22,5;654,9;676,7;213,8;132,9;308,2;13,0;2;1;2,1;0,97;
90103-904-91_60;90103-904-91_60_IPC 2013;90103-904-91;Pinus taeda;60;IPC 2013;2013;14,1;25,4;1359,1;3,6;21,6;23,2;660,8;681,6;231,9;122,3;306,6;14,0;2;2;2,0;0,97;
90103-907-91_59;90103-907-91_59_IFC 2013;90103-907-91;Pinus taeda;59;IFC 2013;2013;13,1;24,1;1357,8;3,4;21,1;22,1;575,7;597,3;151,0;118,5;306,2;13,0;2;1;2,3;0,96;
90103-907-91_59;90103-907-91_59_IPC 2013;90103-907-91;Pinus taeda;59;IPC 2013;2013;14,1;24,5;1338,4;3,4;21,4;23,1;598,4;620,3;171,3;130,6;296,4;14,0;2;2;2,2;0,96;
90103-908-91_56;90103-908-91_56_IFC 2013;90103-908-91;Pinus taeda;56;IFC 2013;2013;13,1;23,9;1338,4;3,3;21,2;21,3;549,7;569,9;105,9;136,2;307,6;13,0;2;1;2,3;0,96;
90103-908-91_56;90103-908-91_56_IPC 2013;90103-908-91;Pinus taeda;56;IPC 2013;2013;14,1;24,3;1319,0;3,3;21,3;22,6;567,8;588,4;131,7;141,5;294,6;14,0;2;2;2,2;0,96;
90103-909-91_58;90103-909-91_58_IFC 2013;90103-909-91;Pinus taeda;58;IFC 2013;2013;13,1;24,5;1260,9;3,2;21,3;22,3;560,3;580,1;155,5;114,8;289,9;13,0;2;1;2,2;0,97;
90103-909-91_58;90103-909-91_58_IPC 2013;90103-909-91;Pinus taeda;58;IPC 2013;2013;14,1;25,3;1202,7;3,3;21,7;23,8;569,5;588,1;171,8;114,3;283,4;14,0;2;2;2,0;0,97;
90103-919-91_68;90103-919-91_68_IFC 2013;90103-919-91;Pinus taeda;68;IFC 2013;2013;13,1;24,7;1279,1;3,2;21,3;22,3;576,3;597,2;180,1;113,5;282,7;13,0;2;1;2,1;0,96;
90103-919-91_68;90103-919-91_68_IPC 2013;90103-919-91;Pinus taeda;68;IPC 2013;2013;14,1;25,6;1239,1;3,3;21,8;24,3;619,3;639,7;215,7;138,4;265,3;14,0;2;2;1,9;0,97;
90103-920-91_67;90103-920-91_67_IFC 2013;90103-920-91;Pinus taeda;67;IFC 2013;2013;13,1;26,0;1163,9;3,4;21,5;22,6;588,7;606,6;225,0;109,4;254,2;13,0;2;1;1,9;0,97;
90103-920-91_67;90103-920-91_67_IPC 2013;90103-920-91;Pinus taeda;67;IPC 2013;2013;14,1;26,9;1105,7;3,4;21,8;22,9;601,8;618,6;236,3;128,2;237,3;14,0;2;2;1,8;0,97;
90103-921-91_69;90103-921-91_69_IFC 2013;90103-921-91;Pinus taeda;69;IFC 2013;2013;13,1;25,1;1259,1;3,3;21,5;23,1;604,6;626,4;225,9;92,8;286,0;13,0;2;1;2,0;0,97;
90103-921-91_69;90103-921-91_69_IPC 2013;90103-921-91;Pinus taeda;69;IPC 2013;2013;14,1;25,5;1259,1;3,4;21,6;23,9;626,4;647,9;230,9;114,9;280,5;14,0;2;2;1,9;0,97;
90103-925-91_70;90103-925-91_70_IFC 2013;90103-925-91;Pinus taeda;70;IFC 2013;2013;13,1;24,9;1219,2;3,1;21,2;21,2;545,2;563,7;146,4;123,0;275,9;13,0;2;1;2,2;0,97;
90103-925-91_70;90103-925-91_70_IPC 2013;90103-925-91;Pinus taeda;70;IPC 2013;2013;14,1;25,4;1179,2;3,1;21,7;22,8;562,2;581,3;173,0;126,3;262,9;14,0;2;2;2,0;0,97;
90103-926-91_71;90103-926-91_71_IFC 2013;90103-926-91;Pinus taeda;71;IFC 2013;2013;13,1;23,6;1299,7;3,0;21,0;21,4;510,3;531,2;74,3;116,5;319,6;13,0;2;1;2,4;0,96;
90103-926-91_71;90103-926-91_71_IPC 2013;90103-926-91;Pinus taeda;71;IPC 2013;2013;14,1;23,9;1299,7;3,1;21,3;22,5;536,3;556,7;90,6;128,3;317,4;14,0;2;2;2,3;0,96;
90103-927-91_72;90103-927-91_72_IFC 2013;90103-927-91;Pinus taeda;72;IFC 2013;2013;13,1;26,2;1239,1;3,6;21,8;23,4;634,5;653,4;231,4;133,5;269,7;13,0;2;1;1,9;0,97;
90103-927-91_72;90103-927-91_72_IPC 2013;90103-927-91;Pinus taeda;72;IPC 2013;2013;14,1;26,8;1219,2;3,7;22,1;24,3;661,3;679,5;251,4;132,1;277,8;14,0;2;2;1,8;0,97;
90103-928-91_74;90103-928-91_74_IFC 2013;90103-928-91;Pinus taeda;74;IFC 2013;2013;13,1;23,6;1299,1;3,0;20,8;20,7;529,3;550,8;141,9;101,3;286,1;13,0;2;1;2,4;0,96;
90103-928-91_74;90103-928-91_74_IPC 2013;90103-928-91;Pinus taeda;74;IPC 2013;2013;14,1;24,3;1239,1;3,0;21,1;21,5;537,0;557,7;149,0;103,0;285,1;14,0;2;2;2,2;0,96;
90103-929-91_75;90103-929-91_75_IFC 2013;90103-929-91;Pinus taeda;75;IFC 2013;2013;13,1;22,3;1499,0;3,0;20,6;21,0;511,1;537,6;51,0;94,8;365,4;13,0;2;1;2,8;0,95;
90103-929-91_75;90103-929-91_75_IPC 2013;90103-929-91;Pinus taeda;75;IPC 2013;2013;14,1;22,8;1479,0;3,1;21,0;21,7;542,2;567,2;75,0;98,5;368,7;14,0;2;2;2,6;0,96;
90103-930-91_76;90103-930-91_76_IFC 2013;90103-930-91;Pinus taeda;76;IFC 2013;2013;13,1;21,7;1399,0;2,7;20,5;19,8;451,6;476,5;47,7;79,5;324,3;13,0;2;1;2,9;0,95;
90103-930-91_76;90103-930-91_76_IPC 2013;90103-930-91;Pinus taeda;76;IPC 2013;2013;14,1;21,7;1399,0;2,7;20,6;20,8;459,7;483,7;54,4;77,9;327,3;14,0;2;2;2,9;0,95;
90103-931-91_73;90103-931-91_73_IFC 2013;90103-931-91;Pinus taeda;73;IFC 2013;2013;13,1;22,4;1357,8;2,9;20,6;20,9;478,9;502,9;65,7;94,1;319,1;13,0;2;1;2,7;0,95;
90103-931-91_73;90103-931-91_73_IPC 2013;90103-931-91;Pinus taeda;73;IPC 2013;2013;14,1;22,5;1357,8;2,9;20,7;21,4;487,4;510,9;83,8;84,6;319,0;14,0;2;2;2,7;0,95;
90103-934-91_77;90103-934-91_77_IFC 2013;90103-934-91;Pinus taeda;77;IFC 2013;2013;13,1;23,0;1435,4;3,2;20,7;21,0;546,0;569,0;114,7;104,3;327,0;13,0;2;1;2,5;0,96;
90103-934-91_77;90103-934-91_77_IPC 2013;90103-934-91;Pinus taeda;77;IPC 2013;2013;14,1;23,5;1396,6;3,3;21,1;23,0;556,1;578,6;126,3;115,4;314,4;14,0;2;2;2,4;0,96;
90103-936-91_79;90103-936-91_79_IFC 2013;90103-936-91;Pinus taeda;79;IFC 2013;2013;13,1;22,8;1279,1;2,7;20,9;21,4;469,9;492,7;61,3;91,0;317,6;13,0;2;1;2,6;0,95;
90103-936-91_79;90103-936-91_79_IPC 2013;90103-936-91;Pinus taeda;79;IPC 2013;2013;14,1;23,1;1259,1;2,8;21,2;22,9;477,8;500,7;76,9;86,5;314,4;14,0;2;2;2,5;0,95;
90103-937-91_78;90103-937-91_78_IFC 2013;90103-937-91;Pinus taeda;78;IFC 2013;2013;13,1;23,2;1299,1;2,9;20,9;21,5;495,1;516,7;95,6;102,7;296,8;13,0;2;1;2,5;0,96;
90103-937-91_78;90103-937-91_78_IPC 2013;90103-937-91;Pinus taeda;78;IPC 2013;2013;14,1;23,4;1279,1;2,9;21,0;21,7;505,9;526,7;115,7;104,3;285,9;14,0;2;2;2,4;0,96;
90103-939-91_80;90103-939-91_80_IFC 2013;90103-939-91;Pinus taeda;80;IFC 2013;2013;13,1;24,6;1105,7;2,9;21,2;22,7;510,5;528,2;181,7;91,2;237,6;13,0;2;1;2,1;0,97;
90103-939-91_80;90103-939-91_80_IPC 2013;90103-939-91;Pinus taeda;80;IPC 2013;2013;14,1;25,8;1066,9;3,0;21,4;23,0;537,3;554,1;204,3;109,0;224,1;14,0;2;2;1,9;0,97;
90103-943-91_81;90103-943-91_81_IFC 2013;90103-943-91;Pinus taeda;81;IFC 2013;2013;13,1;23,3;1359,1;3,1;20,6;20,1;526,5;549,5;124,1;110,7;291,7;13,0;2;1;2,5;0,96;
90103-943-91_81;90103-943-91_81_IPC 2013;90103-943-91;Pinus taeda;81;IPC 2013;2013;14,1;23,4;1359,1;3,1;20,7;21,8;541,4;565,4;146,0;108,1;287,4;14,0;2;2;2,4;0,96;
90103-944-91_83;90103-944-91_83_IFC 2013;90103-944-91;Pinus taeda;83;IFC 2013;2013;13,1;22,2;1435,4;3,0;20,7;21,3;503,9;527,6;92,0;85,3;326,6;13,0;2;1;2,7;0,96;
90103-944-91_83;90103-944-91_83_IPC 2013;90103-944-91;Pinus taeda;83;IPC 2013;2013;14,1;22,7;1377,2;3,0;20,9;22,6;514,6;537,4;115,1;82,9;316,6;14,0;2;2;2,6;0,96;
90103-945-91_84;90103-945-91_84_IFC 2013;90103-945-91;Pinus taeda;84;IFC 2013;2013;13,1;23,7;1222,1;2,9;20,7;20,6;491,0;511,9;122,3;97,3;271,4;13,0;2;1;2,4;0,96;
90103-945-91_84;90103-945-91_84_IPC 2013;90103-945-91;Pinus taeda;84;IPC 2013;2013;14,1;24,3;1183,3;3,0;21,1;22,2;517,3;536,3;158,0;93,3;266,0;14,0;2;2;2,2;0,96;
90103-956-03_8;90103-956-03_8_IFC 2010;90103-956-03;Pinus taeda;8;IFC 2010;2010;7,4;19,1;1658,9;2,5;12,6;15,0;270,6;299,0;6,6;33,2;230,9;7,0;3;1;5,5;0,90;
90103-956-03_8;90103-956-03_8_IFC 2013;90103-956-03;Pinus taeda;8;IFC 2013;2013;8,9;19,7;1578,9;2,6;16,2;18,6;351,1;376,9;18,9;54,2;278,0;9,0;3;2;4,2;0,93;
90103-956-03_8;90103-956-03_8_IFC 2013;90103-956-03;Pinus taeda;8;IFC 2013;2013;10,1;20,7;1578,9;2,8;16,5;18,9;395,9;420,8;33,0;79,9;282,9;10,0;3;3;3,8;0,94;
90103-957-03_9;90103-957-03_9_IFC 2010;90103-957-03;Pinus taeda;9;IFC 2010;2010;7,4;20,1;1538,9;2,5;12,9;14,1;282,5;308,5;3,2;50,2;229,0;7,0;3;1;5,0;0,92;
90103-957-03_9;90103-957-03_9_IFC 2013;90103-957-03;Pinus taeda;9;IFC 2013;2013;8,9;21,2;1538,9;2,8;16,4;16,5;385,3;409,7;30,6;68,8;286,0;9,0;3;2;3,8;0,94;
90103-957-03_9;90103-957-03_9_IFC 2013;90103-957-03;Pinus taeda;9;IFC 2013;2013;10,1;21,6;1538,9;2,9;16,9;19,4;414,6;439,6;37,7;77,2;299,7;10,0;3;3;3,5;0,94;
90103-970-98_8;90103-970-98_8_IFC 2011;90103-970-98;Pinus taeda;8;IFC 2011;2011;13,6;22,1;1638,9;3,3;22,1;19,9;587,9;619,2;58,2;107,0;422,7;14,0;2;1;2,6;0,95;
90103-970-98_8;90103-970-98_8_IPC 2013;90103-970-98;Pinus taeda;8;IPC 2013;2013;14,7;24,1;1558,9;3,7;22,0;22,2;685,1;712,0;152,0;161,1;372,1;15,0;2;2;2,2;0,96;
90103-982-03_11;90103-982-03_11_IFC 2010;90103-982-03;Pinus taeda;11;IFC 2010;2010;7,4;17,6;1638,9;2,1;12,1;13,3;212,5;240,0;0,0;5,3;207,3;7,0;3;1;6,8;0,89;
90103-982-03_11;90103-982-03_11_IFC 2013;90103-982-03;Pinus taeda;11;IFC 2013;2013;8,9;18,0;1618,9;2,1;15,5;16,5;265,2;295,6;0,0;9,2;256,0;9,0;3;2;5,5;0,90;
90103-982-03_11;90103-982-03_11_IFC 2013;90103-982-03;Pinus taeda;11;IFC 2013;2013;10,1;18,0;1618,9;2,2;15,6;17,4;274,1;303,5;0,0;12,0;262,1;10,0;3;3;5,3;0,90;
90103-984-03_12;90103-984-03_12_IFC 2010;90103-984-03;Pinus taeda;12;IFC 2010;2010;7,4;19,1;1538,9;2,4;12,5;14,8;256,5;282,8;9,4;32,5;214,6;7,0;3;1;5,4;0,91;
90103-984-03_12;90103-984-03_12_IFC 2013;90103-984-03;Pinus taeda;12;IFC 2013;2013;8,9;20,0;1519,0;2,6;16,1;18,3;342,8;369,8;31,2;51,0;260,7;9,0;3;2;4,1;0,93;
90103-984-03_12;90103-984-03_12_IFC 2013;90103-984-03;Pinus taeda;12;IFC 2013;2013;10,1;20,8;1479,0;2,7;16,5;19,7;370,2;395,8;44,8;57,4;268,0;10,0;3;3;3,7;0,94;
90103-985-03_13;90103-985-03_13_IFC 2010;90103-985-03;Pinus taeda;13;IFC 2010;2010;7,4;18,8;1558,9;2,3;12,4;13,0;240,6;269,4;0,0;27,9;212,8;7,0;3;1;5,8;0,89;
90103-985-03_13;90103-985-03_13_IFC 2013;90103-985-03;Pinus taeda;13;IFC 2013;2013;8,9;19,9;1558,9;2,6;15,9;16,4;343,7;368,2;15,1;55,7;272,9;9,0;3;2;4,2;0,93;
90103-985-03_13;90103-985-03_13_IFC 2013;90103-985-03;Pinus taeda;13;IFC 2013;2013;10,1;20,2;1558,9;2,7;16,1;17,2;359,7;386,5;24,8;63,6;271,3;10,0;3;3;4,0;0,93;
90103-988-32_2;90103-988-32_2_IFC 2013;90103-988-32;Pinus taeda;2;IFC 2013;2013;18,9;25,8;1379,1;3,8;25,1;25,4;811,0;838,0;347,3;159,8;303,9;19,0;2;1;1,6;0,97;
90103-988-32_2;90103-988-32_2_IFC 2013;90103-988-32;Pinus taeda;2;IFC 2013;2013;20,0;26,1;1379,1;3,9;25,2;25,6;837,0;862,7;376,6;151,2;309,2;20,0;2;2;1,6;0,97;
90103-990-03_14;90103-990-03_14_IFC 2010;90103-990-03;Pinus taeda;14;IFC 2010;2010;7,4;20,1;1598,9;2,6;12,7;14,2;297,6;324,2;13,1;62,1;222,5;7,0;3;1;4,9;0,92;
90103-990-03_14;90103-990-03_14_IFC 2013;90103-990-03;Pinus taeda;14;IFC 2013;2013;8,9;21,0;1558,9;2,9;16,4;17,7;394,1;420,9;31,5;84,8;277,7;9,0;3;2;3,7;0,94;
90103-990-03_14;90103-990-03_14_IFC 2013;90103-990-03;Pinus taeda;14;IFC 2013;2013;10,1;21,5;1558,9;2,9;16,7;18,8;419,9;445,9;56,3;86,3;277,3;10,0;3;3;3,5;0,94;
90110-17-03_1;90110-17-03_1_IFC 2010;90110-17-03;Pinus taeda;1;IFC 2010;2010;7,5;19,0;1658,9;2,4;12,1;13,3;242,2;269,4;9,9;26,8;205,5;7,0;3;1;6,2;0,90;
90110-17-03_1;90110-17-03_1_IFC 2013;90110-17-03;Pinus taeda;1;IFC 2013;2013;9,1;20,6;1638,9;2,9;15,8;15,8;374,8;399,9;34,8;52,4;287,7;9,0;3;2;4,1;0,94;
90110-17-03_1;90110-17-03_1_IFC 2013;90110-17-03;Pinus taeda;1;IFC 2013;2013;10,3;21,3;1618,9;3,0;16,1;17,4;408,0;433,8;50,3;70,9;286,8;10,0;3;3;3,7;0,94;
90110-22-03_3;90110-22-03_3_IFC 2010;90110-22-03;Pinus taeda;3;IFC 2010;2010;7,5;17,7;1658,9;2,2;11,7;12,8;196,9;223,8;0,0;12,0;185,0;7,0;2;1;7,4;0,88;
90110-22-03_3;90110-22-03_3_IFC 2013;90110-22-03;Pinus taeda;3;IFC 2013;2013;9,1;18,8;1658,9;2,5;15,3;15,0;300,6;331,6;3,0;36,4;261,3;9,0;2;2;5,0;0,91;
90110-24-03_4;90110-24-03_4_IFC 2010;90110-24-03;Pinus taeda;4;IFC 2010;2010;7,5;17,6;1738,8;2,2;11,7;12,0;210,7;238,6;3,1;7,4;200,2;7,0;2;1;7,3;0,88;
90110-24-03_4;90110-24-03_4_IFC 2013;90110-24-03;Pinus taeda;4;IFC 2013;2013;10,3;19,8;1678,8;2,8;15,7;16,9;356,6;384,7;13,2;55,5;287,9;10,0;2;2;4,4;0,93;
90110-26-03_2;90110-26-03_2_IFC 2010;90110-26-03;Pinus taeda;2;IFC 2010;2010;7,5;18,3;1638,9;2,3;11,9;12,6;217,0;244,7;3,1;19,4;194,5;7,0;3;1;6,7;0,89;
90110-26-03_2;90110-26-03_2_IFC 2013;90110-26-03;Pinus taeda;2;IFC 2013;2013;9,1;19,9;1638,9;2,6;15,4;15,3;336,2;363,1;15,5;40,9;279,8;9,0;3;2;4,5;0,93;
90110-26-03_2;90110-26-03_2_IFC 2013;90110-26-03;Pinus taeda;2;IFC 2013;2013;10,3;20,7;1638,9;2,9;15,9;16,0;381,9;409,5;23,8;70,7;287,4;10,0;3;3;4,0;0,93;
90110-27-03_5;90110-27-03_5_IFC 2010;90110-27-03;Pinus taeda;5;IFC 2010;2010;7,5;18,0;1698,8;2,3;11,9;13,7;223,3;250,3;0,0;17,6;205,7;7,0;2;1;6,8;0,89;
90110-27-03_5;90110-27-03_5_IFC 2013;90110-27-03;Pinus taeda;5;IFC 2013;2013;10,3;20,3;1658,9;2,8;15,9;17,7;378,8;406,7;25,2;68,6;285,0;10,0;2;2;4,1;0,93;
90112-26-98_4;90112-26-98_4_IFC 2011;90112-26-98;Pinus taeda;4;IFC 2011;2011;13,6;22,2;1459,0;3,0;22,3;22,9;558,3;584,6;88,1;120,9;349,4;14,0;2;1;2,5;0,96;
90112-26-98_4;90112-26-98_4_IPC 2014;90112-26-98;Pinus taeda;4;IPC 2014;2014;15,7;23,7;1359,1;3,1;23,5;23,8;618,2;643,1;137,4;142,1;338,7;16,0;2;2;2,1;0,96;
90112-43-98_22;90112-43-98_22_IFC 2011;90112-43-98;Pinus taeda;22;IFC 2011;2011;13,6;22,9;1499,0;3,3;22,5;23,6;606,3;634,4;120,1;127,5;358,7;14,0;2;1;2,4;0,96;
90112-43-98_22;90112-43-98_22_IPC 2013;90112-43-98;Pinus taeda;22;IPC 2013;2013;14,8;23,5;1499,0;3,4;22,6;25,7;648,3;675,3;149,6;143,2;355,5;15,0;2;2;2,2;0,96;
90113-10-99_23;90113-10-99_23_IFC 2010;90113-10-99;Pinus taeda;23;IFC 2010;2010;11,5;21,1;1399,0;2,5;15,6;15,5;340,9;363,1;25,0;63,1;252,9;11,0;3;1;3,9;0,94;
90113-10-99_23;90113-10-99_23_IFC 2013;90113-10-99;Pinus taeda;23;IFC 2013;2013;13,0;21,2;1379,1;2,5;18,3;16,3;374,0;397,1;20,6;60,9;292,5;13,0;3;2;3,5;0,94;
90113-10-99_23;90113-10-99_23_IFC 2013;90113-10-99;Pinus taeda;23;IFC 2013;2013;14,0;21,7;1359,1;2,6;18,6;18,0;398,3;422,0;30,7;86,1;281,5;14,0;3;3;3,2;0,94;
90113-11-99_24;90113-11-99_24_IFC 2010;90113-11-99;Pinus taeda;24;IFC 2010;2010;11,5;24,8;1279,1;3,3;17,2;19,9;512,0;532,1;196,4;109,5;206,1;11,0;3;1;2,4;0,96;
90113-11-99_24;90113-11-99_24_IFC 2013;90113-11-99;Pinus taeda;24;IFC 2013;2013;13,0;25,4;1199,2;3,2;19,9;21,3;538,5;557,6;174,8;124,2;239,5;13,0;3;2;2,2;0,97;
90113-11-99_24;90113-11-99_24_IFC 2013;90113-11-99;Pinus taeda;24;IFC 2013;2013;14,0;26,2;1179,2;3,3;20,5;23,1;591,6;608,4;247,9;103,5;240,2;14,0;3;3;1,9;0,97;
90113-11-99_25;90113-11-99_25_IFC 2010;90113-11-99;Pinus taeda;25;IFC 2010;2010;11,5;21,7;1538,9;2,9;16,0;17,2;410,4;436,0;42,5;81,0;287,0;11,0;3;1;3,5;0,94;
90113-11-99_25;90113-11-99_25_IFC 2013;90113-11-99;Pinus taeda;25;IFC 2013;2013;13,0;22,0;1499,0;3,0;18,8;17,9;459,5;486,3;59,7;81,5;318,3;13,0;3;2;3,1;0,94;
90113-11-99_25;90113-11-99_25_IFC 2013;90113-11-99;Pinus taeda;25;IFC 2013;2013;14,0;22,5;1479,0;3,0;19,2;19,9;484,3;510,4;68,8;91,0;324,5;14,0;3;3;2,9;0,95;
90113-12-99_20;90113-12-99_20_IFC 2010;90113-12-99;Pinus taeda;20;IFC 2010;2010;11,5;22,6;1479,0;3,2;16,3;19,4;464,7;489,7;134,4;85,0;245,3;11,0;3;1;3,0;0,95;
90113-12-99_20;90113-12-99_20_IFC 2013;90113-12-99;Pinus taeda;20;IFC 2013;2013;13,0;23,3;1359,1;3,1;19,1;19,8;492,3;515,8;139,1;88,1;265,0;13,0;3;2;2,6;0,95;
90113-12-99_20;90113-12-99_20_IFC 2013;90113-12-99;Pinus taeda;20;IFC 2013;2013;14,0;24,3;1339,1;3,3;19,8;22,4;555,3;578,2;183,1;107,9;264,3;14,0;3;3;2,3;0,96;
90113-13-99_21;90113-13-99_21_IFC 2010;90113-13-99;Pinus taeda;21;IFC 2010;2010;11,5;21,7;1479,0;2,9;16,0;18,2;415,2;439,2;76,7;82,7;255,8;11,0;3;1;3,4;0,95;
90113-13-99_21;90113-13-99_21_IFC 2013;90113-13-99;Pinus taeda;21;IFC 2013;2013;13,0;22,3;1379,1;2,9;18,7;18,3;426,4;451,3;64,3;95,1;267,0;13,0;3;2;3,1;0,94;
90113-13-99_21;90113-13-99_21_IFC 2013;90113-13-99;Pinus taeda;21;IFC 2013;2013;14,0;22,9;1359,1;3,0;19,2;20,1;464,8;489,5;99,6;96,5;268,7;14,0;3;3;2,8;0,95;
90113-15-99_22;90113-15-99_22_IFC 2010;90113-15-99;Pinus taeda;22;IFC 2010;2010;11,5;24,4;1119,2;2,8;16,7;18,8;423,5;441,5;160,6;78,0;184,9;11,0;2;1;2,5;0,96;
90113-15-99_22;90113-15-99_22_IFC 2013;90113-15-99;Pinus taeda;22;IFC 2013;2013;13,0;24,8;1099,2;3,0;19,2;19,6;465,3;483,5;187,6;81,7;196,0;13,0;2;2;2,3;0,96;
90113-16-99_33;90113-16-99_33_IFC 2010;90113-16-99;Pinus taeda;33;IFC 2010;2010;11,5;21,1;1479,0;2,7;16,1;19,1;390,0;413,0;53,0;80,9;256,1;11,0;3;1;3,6;0,94;
90113-16-99_33;90113-16-99_33_IFC 2013;90113-16-99;Pinus taeda;33;IFC 2013;2013;13,0;22,7;1479,0;3,2;19,3;21,4;517,8;543,2;117,8;105,7;294,3;13,0;3;2;2,7;0,95;
90113-16-99_33;90113-16-99_33_IFC 2013;90113-16-99;Pinus taeda;33;IFC 2013;2013;14,0;22,8;1439,0;3,1;19,7;24,3;525,1;549,6;127,1;107,1;290,9;14,0;3;3;2,6;0,96;
90113-18-99_35;90113-18-99_35_IFC 2010;90113-18-99;Pinus taeda;35;IFC 2010;2010;11,5;19,8;1598,9;2,6;15,4;16,1;339,9;365,9;17,0;46,3;276,6;11,0;3;1;4,4;0,93;
90113-18-99_35;90113-18-99_35_IFC 2013;90113-18-99;Pinus taeda;35;IFC 2013;2013;13,0;21,4;1598,9;3,0;18,6;18,6;461,0;488,3;47,1;77,1;336,9;13,0;3;2;3,3;0,94;
90113-18-99_35;90113-18-99_35_IFC 2013;90113-18-99;Pinus taeda;35;IFC 2013;2013;14,0;21,3;1598,9;3,0;18,8;20,5;465,8;494,0;54,1;80,6;331,1;14,0;3;3;3,2;0,94;
90113-1-99_42;90113-1-99_42_IFC 2010;90113-1-99;Pinus taeda;42;IFC 2010;2010;11,5;19,8;1479,0;2,5;15,5;17,5;329,2;355,8;39,0;52,5;237,7;11,0;3;1;4,2;0,93;
90113-1-99_42;90113-1-99_42_IFC 2013;90113-1-99;Pinus taeda;42;IFC 2013;2013;13,0;21,5;1459,0;2,9;18,7;20,1;423,3;448,5;62,5;75,3;285,5;13,0;3;2;3,3;0,94;
90113-1-99_42;90113-1-99_42_IFC 2013;90113-1-99;Pinus taeda;42;IFC 2013;2013;14,0;21,7;1419,0;2,9;18,9;21,9;441,3;466,5;96,6;64,0;280,7;14,0;3;3;3,0;0,95;
90113-19-99_38;90113-19-99_38_IFC 2010;90113-19-99;Pinus taeda;38;IFC 2010;2010;11,5;20,1;1519,0;2,5;15,6;16,9;348,0;372,1;29,4;59,3;259,3;11,0;3;1;4,1;0,94;
90113-19-99_38;90113-19-99_38_IFC 2013;90113-19-99;Pinus taeda;38;IFC 2013;2013;13,0;22,0;1499,0;3,0;18,8;18,8;473,9;500,3;75,5;94,9;303,5;13,0;3;2;3,0;0,95;
90113-19-99_38;90113-19-99_38_IFC 2013;90113-19-99;Pinus taeda;38;IFC 2013;2013;14,0;22,5;1459,0;3,1;19,2;22,1;498,0;523,6;95,1;102,6;300,2;14,0;3;3;2,8;0,95;
90113-21-99_39;90113-21-99_39_IFC 2010;90113-21-99;Pinus taeda;39;IFC 2010;2010;11,5;21,8;1299,1;2,6;16,2;18,5;359,3;380,1;70,5;51,3;237,5;11,0;3;1;3,4;0,95;
90113-21-99_39;90113-21-99_39_IFC 2013;90113-21-99;Pinus taeda;39;IFC 2013;2013;13,0;22,9;1299,1;2,9;19,2;20,5;446,1;469,4;99,9;77,9;268,3;13,0;3;2;2,8;0,95;
90113-21-99_39;90113-21-99_39_IFC 2013;90113-21-99;Pinus taeda;39;IFC 2013;2013;14,0;23,8;1259,1;3,0;19,6;22,5;484,4;506,0;137,2;88,0;259,3;14,0;3;3;2,5;0,96;
90113-24-99_37;90113-24-99_37_IFC 2010;90113-24-99;Pinus taeda;37;IFC 2010;2010;11,5;21,3;1399,0;2,7;15,8;17,6;361,4;385,1;61,9;77,1;222,4;11,0;3;1;3,6;0,94;
90113-24-99_37;90113-24-99_37_IFC 2013;90113-24-99;Pinus taeda;37;IFC 2013;2013;13,0;23,2;1399,0;3,2;18,9;19,5;494,8;518,7;147,0;83,1;264,7;13,0;3;2;2,7;0,95;
90113-24-99_37;90113-24-99_37_IFC 2013;90113-24-99;Pinus taeda;37;IFC 2013;2013;14,0;23,2;1379,1;3,2;19,2;20,7;495,9;521,3;158,8;71,5;265,5;14,0;3;3;2,6;0,95;
90113-25-99_28;90113-25-99_28_IFC 2010;90113-25-99;Pinus taeda;28;IFC 2010;2010;11,5;22,2;1499,0;3,0;16,4;19,0;438,6;464,1;81,6;91,5;265,6;11,0;3;1;3,2;0,95;
90113-25-99_28;90113-25-99_28_IFC 2013;90113-25-99;Pinus taeda;28;IFC 2013;2013;13,0;22,9;1439,0;3,1;19,2;20,0;497,7;522,6;95,3;114,0;288,4;13,0;3;2;2,8;0,95;
90113-25-99_28;90113-25-99_28_IFC 2013;90113-25-99;Pinus taeda;28;IFC 2013;2013;14,0;23,8;1439,0;3,3;19,8;21,8;556,6;580,8;140,4;119,5;296,7;14,0;3;3;2,5;0,96;
90113-27-99_17;90113-27-99_17_IFC 2010;90113-27-99;Pinus taeda;17;IFC 2010;2010;11,5;22,5;1179,2;2,4;16,0;16,3;345,2;364,3;61,7;76,0;207,6;11,0;3;1;3,2;0,95;
