COD_PAR;COD_PAR_INV;TALHAO;MATGEN;PARCELA;LEVANTAMENTO;ANO;IDADE;DAP;DENSIDADE;AREABASAL;ALTURA;ALTURADOMINANTE;VOLUMECOMERCIAL;VOLUMETOTAL;S2;S1;PR;Classe Idade;NMED;SEQMED;NV;VC/VT;
90103-737-05_18;90103-737-05_18_IFC 2013;90103-737-05;Pinus taeda;18;IFC 2013;2013;7,1;18,2;1658,9;2,2;12,0;14,1;222,5;249,0;0,0;14,9;207,7;7,0;2;1;6,7;0,89;
90103-737-05_18;90103-737-05_18_IFC 2013;90103-737-05;Pinus taeda;18;IFC 2013;2013;7,9;19,1;1658,9;2,5;12,4;15,5;257,9;287,8;6,7;36,5;214,8;8,0;2;2;5,8;0,90;
90103-738-05_20;90103-738-05_20_IFC 2013;90103-738-05;Pinus taeda;20;IFC 2013;2013;7,1;18,4;1455,7;2,2;11,9;13,0;202,8;227,0;5,9;23,0;174,0;7,0;2;1;6,4;0,89;
90103-738-05_20;90103-738-05_20_IFC 2013;90103-738-05;Pinus taeda;20;IFC 2013;2013;7,9;19,4;1455,7;2,4;12,3;15,3;241,6;266,9;23,8;34,0;183,9;8,0;2;2;5,5;0,91;
90103-74-00_3;90103-74-00_3_IFC 2011;90103-74-00;Pinus taeda;3;IFC 2011;2011;11,5;22,9;1319,0;3,0;17,8;18,9;434,0;456,2;87,5;99,1;247,4;11,0;2;1;2,9;0,95;
90103-74-00_3;90103-74-00_3_IFC 2014;90103-74-00;Pinus taeda;3;IFC 2014;2014;14,0;23,6;1222,1;2,9;20,2;21,2;477,4;497,0;111,6;104,3;261,5;14,0;2;2;2,5;0,96;
90103-740-05_11;90103-740-05_11_IFC 2013;90103-740-05;Pinus taeda;11;IFC 2013;2013;7,1;18,1;1558,9;2,1;11,8;14,2;207,3;233,0;0,0;12,4;194,9;7,0;2;1;6,7;0,89;
90103-740-05_11;90103-740-05_11_IFC 2013;90103-740-05;Pinus taeda;11;IFC 2013;2013;7,9;19,2;1538,9;2,4;12,4;15,8;243,8;271,5;9,1;29,6;205,1;8,0;2;2;5,7;0,90;
90103-740-05_12;90103-740-05_12_IFC 2013;90103-740-05;Pinus taeda;12;IFC 2013;2013;7,1;18,5;1538,9;2,2;12,0;14,1;222,3;246,7;3,2;22,4;196,8;7,0;2;1;6,2;0,90;
90103-740-05_12;90103-740-05_12_IFC 2013;90103-740-05;Pinus taeda;12;IFC 2013;2013;7,9;19,6;1519,0;2,4;12,4;15,7;260,3;285,3;20,2;41,4;198,8;8,0;2;2;5,3;0,91;
90103-741-05_10;90103-741-05_10_IFC 2013;90103-741-05;Pinus taeda;10;IFC 2013;2013;7,1;18,8;1578,9;2,3;12,3;13,9;229,3;254,8;3,3;23,6;202,4;7,0;2;1;6,2;0,90;
90103-741-05_10;90103-741-05_10_IFC 2013;90103-741-05;Pinus taeda;10;IFC 2013;2013;7,9;19,9;1578,9;2,5;12,7;15,6;269,6;297,7;15,8;39,9;213,9;8,0;2;2;5,3;0,91;
90103-742-05_9;90103-742-05_9_IFC 2013;90103-742-05;Pinus taeda;9;IFC 2013;2013;7,1;18,2;1558,9;2,1;12,0;12,5;205,3;230,1;0,0;10,0;195,4;7,0;2;1;6,8;0,89;
90103-742-05_9;90103-742-05_9_IFC 2013;90103-742-05;Pinus taeda;9;IFC 2013;2013;7,9;19,0;1538,9;2,3;12,3;13,6;226,4;252,2;0,0;19,2;207,2;8,0;2;2;6,1;0,90;
90103-743-05_6;90103-743-05_6_IFC 2013;90103-743-05;Pinus taeda;6;IFC 2013;2013;7,1;18,5;1578,9;2,2;12,1;13,3;217,9;243,8;0,0;12,5;205,5;7,0;2;1;6,5;0,89;
90103-743-05_6;90103-743-05_6_IFC 2013;90103-743-05;Pinus taeda;6;IFC 2013;2013;7,9;19,5;1578,9;2,4;12,6;15,6;258,5;286,6;6,2;36,3;216,0;8,0;2;2;5,5;0,90;
90103-743-05_8;90103-743-05_8_IFC 2013;90103-743-05;Pinus taeda;8;IFC 2013;2013;7,1;17,9;1598,9;2,1;11,9;13,8;208,0;234,5;3,1;12,2;192,7;7,0;2;1;6,8;0,89;
90103-743-05_8;90103-743-05_8_IFC 2013;90103-743-05;Pinus taeda;8;IFC 2013;2013;7,9;19,2;1558,9;2,4;12,5;15,9;246,8;272,6;9,6;35,8;201,5;8,0;2;2;5,7;0,91;
90103-746-05_1;90103-746-05_1_IFC 2013;90103-746-05;Pinus taeda;1;IFC 2013;2013;7,1;18,5;1638,9;2,3;12,1;13,8;227,7;254,6;0,0;14,9;212,9;7,0;2;1;6,4;0,89;
90103-746-05_1;90103-746-05_1_IFC 2013;90103-746-05;Pinus taeda;1;IFC 2013;2013;7,9;19,4;1638,9;2,5;12,6;16,3;268,0;295,4;9,4;31,0;227,6;8,0;2;2;5,5;0,91;
90103-747-05_2;90103-747-05_2_IFC 2013;90103-747-05;Pinus taeda;2;IFC 2013;2013;7,1;17,4;1538,9;2,0;11,2;12,2;183,7;210,1;0,0;14,6;169,1;7,0;2;1;7,3;0,87;
90103-747-05_2;90103-747-05_2_IFC 2013;90103-747-05;Pinus taeda;2;IFC 2013;2013;7,9;18,6;1538,9;2,2;11,9;14,1;228,9;254,3;6,0;34,0;188,9;8,0;2;2;6,1;0,90;
90103-748-05_3;90103-748-05_3_IFC 2013;90103-748-05;Pinus taeda;3;IFC 2013;2013;7,1;18,3;1638,9;2,2;11,9;13,1;220,7;247,9;0,0;22,7;198,1;7,0;2;1;6,6;0,89;
90103-748-05_3;90103-748-05_3_IFC 2013;90103-748-05;Pinus taeda;3;IFC 2013;2013;7,9;19,2;1638,9;2,4;12,2;15,3;255,8;283,8;18,5;24,2;213,2;8,0;2;2;5,8;0,90;
90103-749-05_4;90103-749-05_4_IFC 2013;90103-749-05;Pinus taeda;4;IFC 2013;2013;7,1;17,9;1658,9;2,2;11,8;13,5;211,4;239,6;0,0;17,4;194,0;7,0;2;1;6,9;0,88;
90103-749-05_4;90103-749-05_4_IFC 2013;90103-749-05;Pinus taeda;4;IFC 2013;2013;7,9;19,0;1638,9;2,4;12,3;15,6;254,4;281,1;12,3;35,1;207,0;8,0;2;2;5,8;0,91;
90103-75-00_4;90103-75-00_4_IFC 2011;90103-75-00;Pinus taeda;4;IFC 2011;2011;11,5;20,5;1558,9;2,7;17,3;18,3;393,9;421,9;28,9;81,2;283,9;11,0;2;1;3,7;0,93;
90103-75-00_4;90103-75-00_4_IFC 2014;90103-75-00;Pinus taeda;4;IFC 2014;2014;14,0;22,1;1479,0;2,9;20,1;22,0;491,3;518,8;65,1;99,1;327,1;14,0;2;2;2,9;0,95;
90103-751-05_5;90103-751-05_5_IFC 2013;90103-751-05;Pinus taeda;5;IFC 2013;2013;7,1;18,5;1658,9;2,3;12,0;13,3;230,1;258,0;3,2;22,2;204,8;7,0;2;1;6,4;0,89;
90103-751-05_5;90103-751-05_5_IFC 2013;90103-751-05;Pinus taeda;5;IFC 2013;2013;7,9;19,5;1618,9;2,5;12,4;14,7;261,6;288,7;9,7;47,2;204,7;8,0;2;2;5,6;0,91;
90103-76-05_12;90103-76-05_12_IFC 2013;90103-76-05;Pinus taeda;12;IFC 2013;2013;7,1;17,0;1618,9;1,9;12,6;12,2;191,1;218,9;0,0;7,1;184,0;7,0;2;1;7,4;0,87;
90103-76-05_12;90103-76-05_12_IFC 2013;90103-76-05;Pinus taeda;12;IFC 2013;2013;7,9;18,1;1598,9;2,1;13,0;13,3;224,3;251,0;0,0;15,2;209,2;8,0;2;2;6,4;0,89;
90103-76-05_13;90103-76-05_13_IFC 2013;90103-76-05;Pinus taeda;13;IFC 2013;2013;7,1;17,7;1598,9;2,1;12,9;12,8;208,1;238,1;0,0;4,6;203,5;7,0;2;1;6,7;0,87;
90103-76-05_13;90103-76-05_13_IFC 2013;90103-76-05;Pinus taeda;13;IFC 2013;2013;7,9;18,9;1519,0;2,3;13,4;15,5;239,0;267,7;6,0;21,2;211,8;8,0;2;2;5,7;0,89;
90103-770-05_27;90103-770-05_27_IFC 2013;90103-770-05;Pinus taeda;27;IFC 2013;2013;7,1;18,3;1558,9;2,1;12,2;13,9;212,3;238,1;6,1;7,1;199,1;7,0;2;1;6,5;0,89;
90103-770-05_27;90103-770-05_27_IFC 2013;90103-770-05;Pinus taeda;27;IFC 2013;2013;7,9;19,4;1558,9;2,4;12,5;15,1;249,6;276,1;13,4;33,3;202,8;8,0;2;2;5,6;0,90;
90103-771-05_29;90103-771-05_29_IFC 2013;90103-771-05;Pinus taeda;29;IFC 2013;2013;7,1;16,9;1618,9;1,9;11,5;12,6;180,1;206,3;0,0;12,3;167,8;7,0;2;1;7,8;0,87;
90103-771-05_29;90103-771-05_29_IFC 2013;90103-771-05;Pinus taeda;29;IFC 2013;2013;8,0;18,2;1578,9;2,2;12,1;14,0;218,6;242,5;12,4;23,4;182,7;8,0;2;2;6,5;0,90;
90103-773-05_30;90103-773-05_30_IFC 2013;90103-773-05;Pinus taeda;30;IFC 2013;2013;7,1;17,1;1513,0;2,0;11,1;12,6;182,5;207,2;0,0;26,1;156,4;7,0;2;1;7,3;0,88;
90103-773-05_30;90103-773-05_30_IFC 2013;90103-773-05;Pinus taeda;30;IFC 2013;2013;8,0;18,3;1513,0;2,2;11,5;13,1;217,8;242,5;8,9;36,6;172,3;8,0;2;2;6,2;0,90;
90103-774-05_31;90103-774-05_31_IFC 2013;90103-774-05;Pinus taeda;31;IFC 2013;2013;7,1;17,8;1571,2;2,1;11,8;12,4;192,6;218,6;0,0;9,8;182,7;7,0;2;1;7,2;0,88;
90103-774-05_31;90103-774-05_31_IFC 2013;90103-774-05;Pinus taeda;31;IFC 2013;2013;7,9;19,0;1532,4;2,4;12,2;13,8;226,2;251,7;3,5;30,9;191,8;8,0;2;2;6,1;0,90;
90103-775-05_33;90103-775-05_33_IFC 2013;90103-775-05;Pinus taeda;33;IFC 2013;2013;7,1;17,1;1519,0;1,8;11,5;12,9;170,8;196,8;0,0;6,9;163,9;7,0;2;1;7,7;0,87;
90103-775-05_33;90103-775-05_33_IFC 2013;90103-775-05;Pinus taeda;33;IFC 2013;2013;8,0;17,4;1519,0;1,9;11,7;12,9;181,6;207,0;0,0;9,4;172,2;8,0;2;2;7,3;0,88;
90103-776-05_32;90103-776-05_32_IFC 2013;90103-776-05;Pinus taeda;32;IFC 2013;2013;7,1;19,3;1039,3;1,6;12,2;14,0;165,7;183,5;3,5;26,0;136,3;7,0;2;1;5,7;0,90;
90103-776-05_32;90103-776-05_32_IFC 2013;90103-776-05;Pinus taeda;32;IFC 2013;2013;7,9;20,7;1039,3;1,8;12,5;14,2;195,4;213,9;9,7;45,3;140,4;8,0;2;2;4,9;0,91;
90103-777-05_34;90103-777-05_34_IFC 2013;90103-777-05;Pinus taeda;34;IFC 2013;2013;7,1;18,1;1306,4;1,9;12,0;14,2;177,9;200,0;0,0;12,6;165,3;7,0;2;1;6,5;0,89;
90103-777-05_34;90103-777-05_34_IFC 2013;90103-777-05;Pinus taeda;34;IFC 2013;2013;8,0;19,5;1269,0;2,1;12,7;15,6;210,1;232,9;11,7;34,3;164,2;8,0;2;2;5,4;0,90;
90103-778-31_3;90103-778-31_3_IFC 2010;90103-778-31;Pinus taeda;3;IFC 2010;2010;7,4;19,1;1598,9;2,5;13,0;15,0;261,0;285,8;6,8;31,7;222,5;7,0;3;1;5,6;0,91;
90103-778-31_3;90103-778-31_3_IFC 2013;90103-778-31;Pinus taeda;3;IFC 2013;2013;9,0;20,0;1598,9;2,6;16,4;16,9;362,9;391,6;21,6;55,8;285,4;9,0;3;2;4,1;0,93;
90103-778-31_3;90103-778-31_3_IFC 2013;90103-778-31;Pinus taeda;3;IFC 2013;2013;10,1;20,6;1558,9;2,7;16,8;19,4;384,9;414,0;31,9;63,4;289,5;10,0;3;3;3,8;0,93;
90103-778-31_7;90103-778-31_7_IFC 2010;90103-778-31;Pinus taeda;7;IFC 2010;2010;7,4;20,1;1638,9;2,7;13,3;14,6;289,7;316,4;6,0;34,5;249,2;7,0;3;1;5,2;0,92;
90103-778-31_7;90103-778-31_7_IFC 2013;90103-778-31;Pinus taeda;7;IFC 2013;2013;9,0;20,9;1598,9;2,8;17,0;17,2;404,7;431,7;12,9;84,6;307,2;9,0;3;2;3,7;0,94;
90103-778-31_7;90103-778-31_7_IFC 2013;90103-778-31;Pinus taeda;7;IFC 2013;2013;10,1;21,5;1598,9;3,0;17,3;18,5;436,7;465,0;33,8;87,7;315,1;10,0;3;3;3,4;0,94;
90103-780-31_4;90103-780-31_4_IFC 2010;90103-780-31;Pinus taeda;4;IFC 2010;2010;7,4;17,3;1519,0;1,9;12,4;13,9;181,0;205,6;0,0;5,5;175,5;7,0;2;1;7,4;0,88;
90103-780-31_4;90103-780-31_4_IFC 2013;90103-780-31;Pinus taeda;4;IFC 2013;2013;9,0;17,5;1419,0;1,9;15,5;16,7;229,9;253,9;2,9;12,0;215,0;9,0;2;2;5,6;0,91;
90103-780-31_6;90103-780-31_6_IFC 2010;90103-780-31;Pinus taeda;6;IFC 2010;2010;7,4;18,8;1718,8;2,5;12,8;13,4;247,2;276,8;0,0;14,7;232,6;7,0;3;1;6,2;0,89;
90103-780-31_6;90103-780-31_6_IFC 2013;90103-780-31;Pinus taeda;6;IFC 2013;2013;9,0;19,7;1678,8;2,7;16,3;15,8;361,6;390,8;12,2;48,4;300,9;9,0;3;2;4,3;0,93;
90103-780-31_6;90103-780-31_6_IFC 2013;90103-780-31;Pinus taeda;6;IFC 2013;2013;10,1;20,1;1678,8;2,8;16,5;17,0;381,7;410,1;19,0;53,0;309,7;10,0;3;3;4,1;0,93;
90103-782-31_5;90103-782-31_5_IFC 2010;90103-782-31;Pinus taeda;5;IFC 2010;2010;7,4;19,3;1479,0;2,3;13,0;14,2;239,2;262,2;0,0;38,1;201,1;7,0;3;1;5,6;0,91;
90103-782-31_5;90103-782-31_5_IFC 2013;90103-782-31;Pinus taeda;5;IFC 2013;2013;9,0;20,5;1439,0;2,5;16,5;17,1;343,4;369,2;21,8;62,1;259,5;9,0;3;2;3,9;0,93;
90103-782-31_5;90103-782-31_5_IFC 2013;90103-782-31;Pinus taeda;5;IFC 2013;2013;10,1;21,2;1419,0;2,6;16,8;18,1;371,7;398,4;35,6;80,2;256,0;10,0;3;3;3,6;0,93;
90103-785-02_24;90103-785-02_24_IFC 2011;90103-785-02;Pinus taeda;24;IFC 2011;2011;9,5;19,3;1598,9;2,4;16,9;17,5;354,3;384,1;22,8;59,3;272,3;9,0;2;1;4,2;0,92;
90103-785-02_24;90103-785-02_24_IFC 2014;90103-785-02;Pinus taeda;24;IFC 2014;2014;11,8;21,0;1558,9;2,8;19,2;21,4;464,0;491,3;67,4;77,5;319,1;12,0;2;2;3,2;0,94;
90103-789-91_12;90103-789-91_12_IFC 2013;90103-789-91;Pinus taeda;12;IFC 2013;2013;13,1;24,3;1279,1;3,0;21,1;20,2;537,9;559,6;123,2;123,1;291,7;13,0;2;1;2,3;0,96;
90103-789-91_12;90103-789-91_12_IPC 2013;90103-789-91;Pinus taeda;12;IPC 2013;2013;14,1;24,7;1259,1;3,1;21,4;21,4;563,3;583,0;140,7;128,9;293,7;14,0;2;2;2,2;0,97;
90103-792-91_14;90103-792-91_14_IFC 2013;90103-792-91;Pinus taeda;14;IFC 2013;2013;13,1;24,4;1259,1;3,2;21,2;21,6;552,5;573,0;159,5;110,4;282,7;13,0;2;1;2,2;0,96;
90103-792-91_14;90103-792-91_14_IPC 2013;90103-792-91;Pinus taeda;14;IPC 2013;2013;14,1;24,8;1219,2;3,2;21,3;22,2;557,2;578,1;178,5;113,4;265,3;14,0;2;2;2,1;0,96;
90103-793-91_15;90103-793-91_15_IFC 2013;90103-793-91;Pinus taeda;15;IFC 2013;2013;13,1;23,3;1299,7;3,0;21,0;21,9;518,2;539,4;115,0;104,0;299,1;13,0;2;1;2,4;0,96;
90103-793-91_15;90103-793-91_15_IPC 2013;90103-793-91;Pinus taeda;15;IPC 2013;2013;14,1;24,1;1222,1;3,0;21,3;22,8;520,0;539,9;137,4;100,2;282,4;14,0;2;2;2,3;0,96;
90103-794-91_16;90103-794-91_16_IFC 2013;90103-794-91;Pinus taeda;16;IFC 2013;2013;13,1;26,5;1105,7;3,2;21,6;22,2;579,3;595,7;228,9;116,8;233,6;13,0;2;1;1,9;0,97;
90103-794-91_16;90103-794-91_16_IPC 2013;90103-794-91;Pinus taeda;16;IPC 2013;2013;14,1;27,2;1066,9;3,3;21,9;23,3;593,6;610,5;247,2;121,1;225,3;14,0;2;2;1,7;0,97;
90103-796-91_3;90103-796-91_3_IFC 2013;90103-796-91;Pinus taeda;3;IFC 2013;2013;13,1;24,5;1250,4;3,4;21,5;23,0;555,3;575,8;144,5;125,2;285,6;13,0;2;1;2,2;0,96;
90103-796-91_3;90103-796-91_3_IPC 2013;90103-796-91;Pinus taeda;3;IPC 2013;2013;14,1;24,8;1231,7;3,4;21,6;24,0;564,2;583,3;170,7;112,9;280,6;14,0;2;2;2,1;0,97;
90103-798-91_2;90103-798-91_2_IFC 2013;90103-798-91;Pinus taeda;2;IFC 2013;2013;13,1;24,6;1219,2;3,0;21,2;21,5;534,6;554,0;142,3;111,3;281,0;13,0;2;1;2,2;0,97;
90103-798-91_2;90103-798-91_2_IPC 2013;90103-798-91;Pinus taeda;2;IPC 2013;2013;14,1;24,8;1199,2;3,0;21,5;22,3;542,1;562,3;154,4;109,6;278,1;14,0;2;2;2,1;0,96;
90103-799-91_1;90103-799-91_1_IFC 2013;90103-799-91;Pinus taeda;1;IFC 2013;2013;13,1;25,9;1219,2;3,5;21,5;22,7;617,7;636,9;233,1;118,4;266,2;13,0;2;1;1,9;0,97;
90103-799-91_1;90103-799-91_1_IPC 2013;90103-799-91;Pinus taeda;1;IPC 2013;2013;14,1;26,3;1219,2;3,5;21,9;24,8;654,4;674,0;257,8;131,1;265,6;14,0;2;2;1,8;0,97;
90103-8-05_3;90103-8-05_3_IFC 2013;90103-8-05;Pinus taeda;3;IFC 2013;2013;7,1;19,1;1459,0;2,1;13,3;14,6;236,7;262,2;6,6;14,2;216,0;7,0;2;1;5,6;0,90;
